date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-05-05 00:00:00,210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,20927-20999 2nd Ave S,Des Moines,WA 98198,USA
2014-05-05 00:00:00,487585.0,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2004,13313 127th Pl NE,Kirkland,WA 98034,USA
2014-05-05 00:00:00,340000.0,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0,1318 29th Ave S,Seattle,WA 98144,USA
2014-05-05 00:00:00,366750.0,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,2008,0,14359 19th Ave NE,Seattle,WA 98125,USA
2014-05-05 00:00:00,415000.0,3.0,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,935 4th Ave NE,Issaquah,WA 98029,USA
2014-05-05 00:00:00,416286.0,3.0,2.5,1408,989,3.0,0,0,3,1408,0,2005,0,7809 12th Ave NE,Seattle,WA 98115,USA
2014-05-05 00:00:00,478000.0,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,2007,0,2027 Ferndale Ave NE,Renton,WA 98056,USA
2014-05-05 00:00:00,419190.0,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,2014,0,1273 NE Hickory Ln,Issaquah,WA 98029,USA
2014-05-06 00:00:00,397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0,10601 NE 138th Pl,Kirkland,WA 98034,USA
2014-05-06 00:00:00,450000.0,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,1912,2005,412 NW 70th St,Seattle,WA 98117,USA
2014-05-06 00:00:00,353000.0,3.0,1.0,1350,7740,1.0,0,0,4,860,490,1947,1988,11051 35th Ave NE,Seattle,WA 98125,USA
2014-05-06 00:00:00,234000.0,3.0,1.75,1490,8366,1.0,0,0,4,1010,480,1975,0,25305 151st Pl SE,Covington,WA 98042,USA
2014-05-06 00:00:00,469000.0,2.0,1.0,1030,4400,1.0,0,0,3,1030,0,1924,2011,310 NW 72nd St,Seattle,WA 98117,USA
2014-05-06 00:00:00,329350.0,2.0,1.0,720,6687,1.0,0,0,3,720,0,1942,1999,9712 4th Ave NW,Seattle,WA 98117,USA
2014-05-06 00:00:00,488000.0,5.0,2.0,2020,5000,1.5,0,0,4,2020,0,1938,0,9020-9024 11th Ave NW,Seattle,WA 98117,USA
2014-05-06 00:00:00,279900.0,3.0,1.75,1580,8151,1.0,0,1,4,1100,480,1962,0,1629 S 261st Pl,Des Moines,WA 98198,USA
2014-05-06 00:00:00,312000.0,4.0,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013,2815 SW 107th St,Seattle,WA 98146,USA
2014-05-06 00:00:00,325000.0,4.0,2.5,1890,6156,1.0,0,0,3,980,910,1980,0,5631 17th Ave SW,Seattle,WA 98106,USA
2014-05-06 00:00:00,425000.0,4.0,2.0,1520,7983,1.0,0,0,5,1520,0,1967,0,14876 Juanita Woodinville Way NE,Inglewood-Finn Hill,WA 98034,USA
2014-05-06 00:00:00,219000.0,2.0,1.0,900,5160,1.0,0,0,3,900,0,1952,2008,8652 17th Ave SW,Seattle,WA 98106,USA
2014-05-06 00:00:00,250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2005,18305 Dayton Ave N,Shoreline,WA 98133,USA
2014-05-06 00:00:00,390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,1966,0,1415 168th Ave NE,Bellevue,WA 98008,USA
2014-05-06 00:00:00,475000.0,6.0,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011,19007 80th Ave NE,Kenmore,WA 98028,USA
2014-05-06 00:00:00,407000.0,4.0,2.25,2810,23400,1.0,0,1,3,1710,1100,1958,2004,23024-23198 17th Ave S,Des Moines,WA 98198,USA
2014-05-06 00:00:00,272000.0,3.0,2.5,1650,13816,2.0,0,0,3,1650,0,1998,2006,32000-32072 NE 55th St,Carnation,WA 98014,USA
2014-05-06 00:00:00,362000.0,3.0,2.25,1640,14374,1.0,0,0,4,1140,500,1963,0,17253 Ambaum Blvd S,Burien,WA 98148,USA
2014-05-06 00:00:00,284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0,25434 160th Ave SE,Kent,WA 98042,USA
2014-05-06 00:00:00,367500.0,3.0,1.5,1410,9647,1.0,0,0,3,1410,0,1961,2004,18048 3rd Ave NW,Shoreline,WA 98177,USA
2014-05-06 00:00:00,379900.0,4.0,1.75,1500,11600,1.0,0,0,4,1000,500,1955,2009,15007 75th Ave NE,Kenmore,WA 98028,USA
2014-05-06 00:00:00,175000.0,3.0,1.0,1010,7034,1.0,0,0,3,1010,0,1954,2005,207 NW 5th St,Renton,WA 98057,USA
2014-05-06 00:00:00,460000.0,2.0,2.25,1230,929,2.0,0,0,3,1020,210,2004,2003,100 24th Ave E,Seattle,WA 98112,USA
2014-05-06 00:00:00,345000.0,4.0,2.5,2331,3826,2.0,0,0,3,2331,0,2007,0,11853 SE 176th Ct,Renton,WA 98058,USA
2014-05-06 00:00:00,455000.0,5.0,2.5,2240,7770,1.0,0,0,3,1340,900,1978,0,12633 NE 133rd Pl,Kirkland,WA 98034,USA
2014-05-06 00:00:00,218000.0,3.0,1.75,1850,7684,1.0,0,0,3,1320,530,1979,2014,33945 28th Pl SW,Federal Way,WA 98023,USA
2014-05-06 00:00:00,404000.0,4.0,1.75,1840,10720,1.0,0,0,3,960,880,1958,2004,16020 SE 2nd St,Bellevue,WA 98008,USA
2014-05-06 00:00:00,136500.0,3.0,1.5,1420,8580,1.0,0,0,3,1420,0,1962,2003,32827 22nd Ave SW,Federal Way,WA 98023,USA
2014-05-06 00:00:00,313950.0,3.0,1.0,1510,6083,1.0,0,0,4,860,650,1940,2001,415 NE 94th St,Seattle,WA 98115,USA
2014-05-06 00:00:00,280000.0,3.0,1.75,1630,11800,1.0,0,0,4,1630,0,1971,0,12525 458th Ave SE,North Bend,WA 98045,USA
2014-05-06 00:00:00,365000.0,3.0,1.5,1310,8160,1.0,0,0,3,1310,0,1950,2005,13714 Ashworth Ave N,Seattle,WA 98133,USA
2014-05-06 00:00:00,484000.0,2.0,1.75,1660,6000,1.0,0,0,3,1160,500,1942,1999,4711 University View Pl NE,Seattle,WA 98105,USA
2014-05-06 00:00:00,360000.0,4.0,2.0,2680,18768,1.0,0,0,5,2680,0,1965,0,31607-31633 44th Ave S,Auburn,WA 98001,USA
2014-05-06 00:00:00,387000.0,3.0,1.0,1230,9568,1.0,0,0,5,1230,0,1962,0,12116 SE 71st Pl,Newcastle,WA 98056,USA
2014-05-06 00:00:00,483500.0,4.0,2.5,2740,45732,2.0,0,0,3,2740,0,1995,0,15418 216th Ave NE,Woodinville,WA 98077,USA
2014-05-06 00:00:00,345000.0,3.0,1.0,1110,6250,1.0,0,0,3,1110,0,1956,2001,3230 NE 95th St,Seattle,WA 98115,USA
2014-05-06 00:00:00,385000.0,3.0,1.75,1900,5520,1.0,0,0,3,1280,620,1982,0,5215 32nd Ave S,Seattle,WA 98118,USA
2014-05-06 00:00:00,197000.0,3.0,1.75,1690,7735,1.0,0,0,4,1060,630,1976,1992,30020 43rd Pl S,Auburn,WA 98001,USA
2014-05-06 00:00:00,485000.0,3.0,2.0,1420,4080,1.5,0,0,3,1420,0,1905,2013,720 N 80th St,Seattle,WA 98103,USA
2014-05-06 00:00:00,295000.0,3.0,2.25,1980,8000,1.0,0,0,4,1560,420,1974,0,31966 36th Ave SW,Federal Way,WA 98023,USA
2014-05-06 00:00:00,499000.0,2.0,1.75,1170,2400,1.0,0,0,4,740,430,1903,0,2112 N 50th St,Seattle,WA 98103,USA
2014-05-06 00:00:00,191000.0,3.0,1.5,800,8850,1.0,0,0,4,800,0,1959,0,1003 SW 307th St,Federal Way,WA 98023,USA
2014-05-06 00:00:00,390000.0,5.0,3.75,2890,5000,1.0,0,0,3,1310,1580,2006,0,3665 Renton Ave S,Seattle,WA 98144,USA
2014-05-06 00:00:00,369950.0,3.0,2.0,1270,1320,3.0,0,0,3,1270,0,2006,0,8846 Midvale Ave N,Seattle,WA 98103,USA
2014-05-07 00:00:00,255000.0,5.0,2.25,2060,8632,1.0,0,0,3,1030,1030,1962,2003,105 SW 129th St,Burien,WA 98146,USA
2014-05-07 00:00:00,495000.0,3.0,1.0,990,6000,1.0,0,0,3,990,0,1943,2002,5628 NE 59th St,Seattle,WA 98105,USA
2014-05-07 00:00:00,253000.0,3.0,1.75,1250,10122,1.0,0,0,3,1250,0,1994,0,25502 Kanasket Dr,Black Diamond,WA 98010,USA
2014-05-07 00:00:00,275000.0,3.0,2.5,1600,7000,2.0,0,0,4,1600,0,1993,0,21326 SE 277th Pl,Maple Valley,WA 98038,USA
2014-05-07 00:00:00,249000.0,3.0,1.0,1110,8423,1.0,0,0,3,1110,0,1952,2008,14613 6th Ave SW,Burien,WA 98166,USA
2014-05-07 00:00:00,310000.0,3.0,1.75,1840,10723,1.0,0,0,4,1220,620,1974,0,19313 140th Pl SE,Renton,WA 98058,USA
2014-05-07 00:00:00,248500.0,4.0,1.75,1720,10018,1.0,0,0,5,1720,0,1960,0,16635 SE 268th St,Covington,WA 98042,USA
2014-05-07 00:00:00,310000.0,3.0,1.75,2070,37904,1.0,0,0,4,1420,650,1973,0,19654 116th Ave SE,Kent,WA 98031,USA
2014-05-07 00:00:00,460000.0,3.0,2.0,1760,9055,2.0,0,0,4,1760,0,1985,0,5003 159th Ct NE,Redmond,WA 98052,USA
2014-05-07 00:00:00,415000.0,4.0,3.0,1830,9548,2.0,0,0,3,1830,0,1991,0,15204 88th Ave NE,Bothell,WA 98028,USA
2014-05-07 00:00:00,246000.0,3.0,1.0,1400,7410,1.0,0,0,3,1400,0,1944,0,624 SW 137th St,Burien,WA 98166,USA
2014-05-07 00:00:00,314500.0,3.0,1.75,1870,12381,1.0,0,0,4,1870,0,1957,2001,29645 10th Pl S,Federal Way,WA 98003,USA
2014-05-07 00:00:00,420000.0,2.0,1.5,1040,3500,1.5,0,0,4,1040,0,1904,0,1713 22nd Ave S,Seattle,WA 98144,USA
2014-05-07 00:00:00,350000.0,3.0,1.0,1010,9360,1.0,0,0,3,1010,0,1981,2013,9703 130th Ave NE,Kirkland,WA 98033,USA
2014-05-07 00:00:00,230000.0,3.0,2.5,1920,9180,2.0,0,0,3,1920,0,1988,2000,206 Oakesdale Ave SW,Renton,WA 98057,USA
2014-05-07 00:00:00,250000.0,1.0,1.0,1100,4373,1.0,0,0,2,820,280,1947,0,232 SW 154th St,Burien,WA 98166,USA
2014-05-07 00:00:00,475000.0,2.0,1.0,820,2723,1.0,0,0,3,820,0,1921,2000,4602 Woodlawn Ave N,Seattle,WA 98103,USA
2014-05-07 00:00:00,352000.0,5.0,2.5,2420,8560,1.0,0,2,3,1620,800,1978,0,3723 S Chicago St,Seattle,WA 98118,USA
2014-05-07 00:00:00,420000.0,3.0,2.25,1770,8165,2.0,0,0,3,1770,0,1977,2004,12921 79th Pl NE,Kirkland,WA 98034,USA
2014-05-07 00:00:00,428000.0,2.0,2.0,1350,3900,1.0,0,0,3,1350,0,2003,0,232nd Way,Redmond,WA 98053,USA
2014-05-07 00:00:00,492000.0,4.0,2.5,3305,16164,1.5,0,0,5,2245,1060,1922,1956,1718 N 175th St,Shoreline,WA 98133,USA
2014-05-07 00:00:00,313000.0,3.0,1.75,2190,8000,1.0,0,0,4,2190,0,1967,0,32631 39th Ave SW,Federal Way,WA 98023,USA
2014-05-07 00:00:00,485000.0,3.0,2.0,1610,4160,1.0,0,0,4,1010,600,1917,0,4313 SW Willow St,Seattle,WA 98136,USA
2014-05-07 00:00:00,300000.0,2.0,1.0,760,3001,1.0,0,0,3,760,0,1913,1983,1761 17th Ave S,Seattle,WA 98144,USA
2014-05-07 00:00:00,379500.0,2.0,1.0,1640,17335,1.0,0,0,3,840,800,1978,0,3301-3389 289th Ave NE,Redmond,WA 98053,USA
2014-05-07 00:00:00,339950.0,3.0,2.25,1630,12295,2.0,0,0,4,1630,0,1985,0,19501 135th Ave SE,Renton,WA 98058,USA
2014-05-07 00:00:00,239900.0,3.0,2.0,1410,7566,1.0,0,0,3,1410,0,1985,0,11907 SE 261st Pl,Kent,WA 98030,USA
2014-05-07 00:00:00,314950.0,3.0,1.0,1040,16986,1.0,0,0,4,1040,0,1968,0,18227 SE 135th St,Renton,WA 98059,USA
2014-05-07 00:00:00,361280.0,2.0,1.0,820,6400,1.0,0,0,4,820,0,1944,0,5902 37th Ave SW,Seattle,WA 98126,USA
2014-05-07 00:00:00,480500.0,4.0,2.5,2180,11200,1.0,0,0,4,2180,0,1968,0,18911 NE 165th Pl,Woodinville,WA 98072,USA
2014-05-07 00:00:00,280000.0,3.0,2.5,1600,4271,2.0,0,0,3,1600,0,2000,0,5146 S 303rd Pl,Auburn,WA 98001,USA
2014-05-07 00:00:00,440000.0,3.0,1.75,1500,6180,1.0,0,0,4,1060,440,1947,1988,3827 39th Ave S,Seattle,WA 98118,USA
2014-05-07 00:00:00,160000.0,2.0,1.0,1040,13100,1.0,0,0,5,1040,0,1912,0,733 1st Ave N,Kent,WA 98032,USA
2014-05-07 00:00:00,209950.0,3.0,1.5,1380,11130,1.0,0,0,3,1380,0,1960,2012,32016 8th Ave S,Federal Way,WA 98003,USA
2014-05-07 00:00:00,226500.0,3.0,1.75,1640,10762,1.0,0,0,3,1130,510,1988,2000,27000-27080 201st Ave SE,Covington,WA 98042,USA
2014-05-07 00:00:00,380000.0,5.0,1.75,3000,6000,1.0,0,0,5,1500,1500,1958,0,8514 S 124th St,Seattle,WA 98178,USA
2014-05-07 00:00:00,409500.0,4.0,2.75,2140,13000,1.0,0,0,3,1320,820,1968,1997,19302 65th Pl NE,Kenmore,WA 98028,USA
2014-05-07 00:00:00,405000.0,3.0,2.25,1660,8307,1.0,0,0,4,1660,0,1961,2001,605 N 178th St,Shoreline,WA 98133,USA
2014-05-07 00:00:00,375000.0,3.0,2.5,1830,13042,2.0,0,0,3,1830,0,1990,2009,25408 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA
2014-05-07 00:00:00,185000.0,4.0,1.0,1490,6600,1.0,0,0,3,1490,0,1969,2010,13248 Occidental Ave S,Burien,WA 98168,USA
2014-05-07 00:00:00,245000.0,3.0,1.5,1260,1270,2.0,0,0,3,1040,220,2005,0,11304 Corliss Ave N,Seattle,WA 98133,USA
2014-05-07 00:00:00,425000.0,2.0,2.5,1150,1027,3.0,0,0,3,1150,0,2008,0,3631 Greenwood Ave N,Seattle,WA 98103,USA
2014-05-07 00:00:00,495000.0,4.0,2.75,2656,21195,2.0,0,0,3,2656,0,2014,0,31898 50th Pl S,Auburn,WA 98001,USA
2014-05-07 00:00:00,365000.0,5.0,2.75,2410,5003,1.0,0,0,3,1410,1000,2008,0,7956 46th Ave S,Seattle,WA 98118,USA
2014-05-07 00:00:00,417250.0,3.0,2.25,1606,1452,3.0,0,0,3,1606,0,2009,0,12303 Sand Point Way NE,Seattle,WA 98125,USA
2014-05-07 00:00:00,339950.0,2.0,1.0,820,681,3.0,0,0,3,820,0,2006,0,513 N 46th St,Seattle,WA 98103,USA
2014-05-08 00:00:00,403000.0,3.0,2.75,2090,8354,2.0,0,0,3,2090,0,2012,1912,27930 NE 147th Pl,Duvall,WA 98019,USA
2014-05-08 00:00:00,258000.0,4.0,1.75,1730,8320,1.0,0,0,3,1230,500,1977,2004,30633 21st Ave SW,Federal Way,WA 98023,USA
2014-05-08 00:00:00,262000.0,4.0,2.5,2020,6236,2.0,0,0,3,2020,0,2002,0,434 Pullman Ave,Algona,WA 98001,USA
2014-05-08 00:00:00,134000.0,2.0,1.5,980,5000,2.0,0,0,3,980,0,1922,2003,235 Thelma St,Skykomish,WA 98288,USA
2014-05-08 00:00:00,402000.0,3.0,2.5,1960,8000,1.0,0,0,4,1290,670,1977,0,12207 NE 139th Pl,Kirkland,WA 98034,USA
2014-05-08 00:00:00,205000.0,2.0,1.0,720,5040,1.0,0,0,3,720,0,1955,2005,8448 Delridge Way SW,Seattle,WA 98106,USA
2014-05-08 00:00:00,260000.0,4.0,1.5,2130,8800,1.0,0,0,3,1100,1030,1962,2003,24345 35th Pl S,Kent,WA 98032,USA
2014-05-08 00:00:00,270000.0,4.0,2.5,1810,6509,2.0,0,0,3,1810,0,1994,0,14816 SE 278th St,Kent,WA 98042,USA
2014-05-08 00:00:00,295000.0,2.0,1.75,2200,89298,1.0,0,0,3,1100,1100,1973,2013,27469-27501 SE 154th Pl,Issaquah,WA 98027,USA
2014-05-08 00:00:00,266000.0,3.0,2.5,1940,8547,1.0,0,0,3,1460,480,1989,0,28123 123rd Pl SE,Kent,WA 98030,USA
